id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD41002,CLT1341,P058,2023-08-05,5,7247,retourné,Marrakech,virement,LIV03,Aug 12 2023
CMD41003,CLT0997,P012,Apr 13 2023,6,8579,retourné,OUJDA,carte,LIV08,19/04/2023
CMD41004,CLT0962,P065,Dec 13 2024,5,11456,retourné,FES,virement,,Dec 14 2024
CMD41005,CLT1468,P038,2022-08-12,6,4700,DONE,marrakech,cash,LIV19,Aug 16 2022
CMD41006,CLT1457,P029,Oct 24 2023,10,967,OK,agadir,COD,LIV19,25/10/2023
CMD41007,CLT1250,P087,12/08/2024,1,8474,annulé,Tanger,virement,LIV15,2024-08-19
CMD41008,CLT1795,P025,2022-10-30,4,3362,retourné,marrakech,COD,LIV20,02/11/2022
CMD41009,CLT0607,P076,2022-05-07,9,631,KO,Agadir,cash,LIV28,2022-05-08
CMD41010,CLT0328,P005,17/11/2024,2,5031,retourné,FES,virement,LIV19,18/11/2024
CMD41011,CLT1346,P048,May 31 2024,3,4042,OK,OUJDA,carte,LIV04,2024-06-03
CMD41012,CLT1065,P100,Dec 19 2024,1,11075,en_cours,TNG,COD,LIV01,2024-12-25
CMD41013,CLT0649,P018,Mar 30 2022,10,1380,DONE,agadir,virement,,Apr 03 2022
CMD41014,CLT1440,P041,Sep 10 2024,5,4577,KO,Tnja,COD,LIV26,14/09/2024
CMD41015,CLT1569,P099,26/03/2022,7,6099,DONE,agadir,virement,LIV13,2022-04-02
CMD40159,CLT1440,P056,09/09/2023,1,6307,DONE,FES,COD,LIV17,13/09/2023
CMD41017,CLT1422,P095,2023-04-18,3,12335,livre,marrakech,cash,LIV03,Apr 23 2023
CMD41018,CLT1976,P058,2022-02-16,8,4444,DONE,tanger,COD,LIV26,23/02/2022
CMD41019,CLT0147,P100,2023-07-15,1,3458,livré,Agadir,COD,LIV20,2023-07-18
CMD41020,CLT1338,P027,17/10/2022,5,11290,KO,Oujda,virement,LIV28,Oct 20 2022
CMD41021,CLT0969,P034,2024-08-28,3,3170,livré,tanger,COD,LIV20,30/08/2024
CMD41022,CLT1608,P023,29/05/2023,9,11417,OK,Meknes,carte,LIV07,May 31 2023
CMD41023,CLT0608,P096,25/01/2022,6,5442,LIVRE,agadir,cash,LIV04,30/01/2022
CMD41024,CLT1493,P037,2024-04-04,3,2160,KO,Oujda,cash,LIV11,07/04/2024
CMD41025,CLT0649,P095,Jan 07 2022,2,1178,DONE,CASABLANCA,COD,LIV29,14/01/2022
CMD41026,CLT0518,P013,17/10/2024,4,1932,livré,tanger,virement,,Oct 20 2024
CMD41027,CLT1457,P038,Oct 13 2024,10,6254,annulé,casablanca,carte,LIV06,Oct 19 2024
CMD41028,CLT0407,P089,2023-04-16,7,9878,en_cours,OUJDA,cash,LIV05,20/04/2023
CMD41029,CLT0312,P036,Nov 22 2022,7,13779,retourné,FES,virement,LIV08,Nov 28 2022
CMD41030,CLT0923,P095,29/04/2024,10,2837,annulé,Marrakech,virement,LIV11,May 01 2024
CMD41031,CLT1916,P027,19/03/2022,10,12883,LIVRE,FES,carte,LIV02,22/03/2022
CMD41032,CLT0634,P099,20/09/2022,8,2601,OK,Tanger,cash,LIV01,Sep 23 2022
CMD41033,CLT1414,P063,Mar 23 2022,2,1877,retourné,Tnja,cash,LIV13,30/03/2022
CMD41034,CLT0508,P005,Nov 26 2024,2,1627,retourné,Agadir,virement,LIV22,Nov 28 2024
CMD41035,CLT1131,P078,Jul 02 2023,1,4545,LIVRE,Oujda,COD,LIV19,2023-07-08
CMD41036,CLT1145,P015,2024-02-15,3,5958,livre,Tanger,virement,LIV20,Feb 19 2024
CMD41037,CLT1208,P013,2022-09-02,1,2801,retourné,Meknes,virement,LIV16,2022-09-06
CMD41038,CLT1171,P024,2024-08-18,8,11647,livre,Agadir,virement,LIV12,2024-08-25
CMD41039,CLT1126,P045,2023-05-02,10,5331,en_cours,RABAT,COD,LIV05,May 07 2023
CMD41040,CLT1735,P017,03/10/2023,4,14865,livré,marrakech,virement,LIV19,2023-10-08
CMD41041,CLT0425,P002,2022-08-04,3,8450,retourné,FES,carte,,Aug 07 2022
CMD41042,CLT0463,P062,Jan 14 2024,4,5572,en_cours,TNG,virement,LIV24,Jan 17 2024
CMD41043,CLT1384,P025,30/10/2024,6,3862,en_cours,Casablanca,virement,LIV10,2024-10-31
CMD41044,CLT0106,P049,21/05/2024,10,13835,annulé,Casablanca,carte,LIV23,27/05/2024
CMD41045,CLT0439,P056,12/08/2022,7,11338,OK,casablanca,COD,LIV29,14/08/2022
CMD41046,CLT0871,P077,Apr 11 2023,4,13595,livré,Fès,carte,LIV13,2023-04-16
CMD41047,CLT1072,P087,14/10/2024,7,5189,livré,Fes,carte,LIV21,2024-10-19
CMD41048,CLT0833,P041,2023-06-22,3,12653,DONE,CASABLANCA,COD,LIV23,29/06/2023
CMD41049,CLT1432,P074,Feb 13 2023,7,14428,LIVRE,Fes,cash,LIV21,20/02/2023
CMD41050,CLT0926,P032,Jan 12 2023,6,11040,livré,Fès,virement,LIV01,Jan 14 2023
CMD41051,CLT1897,P027,Aug 03 2024,8,12124,livré,Tnja,virement,LIV05,Aug 05 2024
CMD41052,CLT0755,P045,06/03/2022,6,6504,retourné,casablanca,virement,LIV18,2022-03-12
CMD41053,CLT1965,P051,2023-03-21,9,736,livré,Rabat,carte,LIV25,Mar 22 2023
CMD41054,CLT0760,P081,2023-04-27,6,869,DONE,agadir,carte,LIV26,04/05/2023
CMD41055,CLT0975,P016,18/04/2022,7,1288,en_cours,Tanger,carte,LIV26,Apr 22 2022
CMD41056,CLT1389,P044,May 23 2024,8,1325,KO,TNG,carte,LIV06,25/05/2024
CMD41057,CLT1294,P091,2022-01-17,7,3460,en_cours,Oujda,cash,LIV15,2022-01-23
CMD41058,CLT0355,P015,2023-02-18,10,7206,KO,marrakech,virement,LIV02,19/02/2023
CMD41059,CLT0814,P017,2022-05-25,9,11944,retourné,OUJDA,carte,LIV14,27/05/2022
CMD41060,CLT1443,P034,May 27 2024,9,4994,DONE,Meknes,COD,LIV08,2024-05-30
CMD41061,CLT0099,P020,05/03/2024,5,9929,OK,FES,COD,LIV21,2024-03-07
CMD41062,CLT0277,P053,2024-04-28,10,12973,LIVRE,Meknes,cash,LIV23,02/05/2024
CMD41063,CLT0324,P058,2022-01-02,4,4552,en_cours,FES,cash,LIV09,08/01/2022
CMD41064,CLT1501,P048,Dec 01 2022,5,7887,en_cours,CASABLANCA,cash,LIV03,08/12/2022
CMD41065,CLT0535,P033,Apr 14 2022,9,2054,livré,tanger,carte,LIV25,2022-04-18
CMD41066,CLT1960,P078,03/01/2023,5,10721,LIVRE,Fes,carte,LIV13,Jan 08 2023
CMD41067,CLT1239,P050,Aug 08 2024,7,8189,LIVRE,Oujda,cash,LIV12,2024-08-11
CMD41068,CLT0737,P084,Nov 13 2023,5,11846,retourné,Casablanca,carte,LIV12,Nov 14 2023
CMD41069,CLT1019,P009,2023-06-29,9,5919,KO,TANGER,virement,LIV16,Jul 03 2023
CMD45118,CLT1555,P019,Apr 12 2022,3,0,livré,TNG,virement,,15/04/2022
CMD41071,CLT0721,P035,2022-12-28,3,7175,annulé,tanger,COD,LIV27,Jan 01 2023
CMD41072,CLT0023,P040,Jan 10 2022,4,4903,OK,meknès,COD,LIV13,2022-01-14
CMD41073,CLT0554,P035,Feb 12 2024,8,13148,retourné,FES,COD,LIV11,2024-02-18
CMD41074,CLT0798,P022,Sep 23 2022,5,7525,DONE,OUJDA,COD,LIV09,Sep 24 2022
CMD41075,CLT1848,P061,2024-04-06,6,11211,en_cours,Marrakech,cash,LIV06,2024-04-07
CMD41076,CLT0057,P034,Jun 18 2024,4,11783,annulé,Tanger,COD,LIV21,2024-06-25
CMD41077,CLT1734,P052,2024-01-12,3,5380,KO,Fès,COD,LIV13,2024-01-15
CMD22607,CLT0938,P045,11/02/2024,3,5782,OK,TANGER,carte,LIV29,16/02/2024
CMD41079,CLT1538,P017,2024-07-30,2,8672,en_cours,Tanger,cash,LIV25,2024-08-01
CMD41080,CLT0742,P032,Oct 08 2024,10,694,livré,TANGER,COD,LIV09,Oct 12 2024
CMD41081,CLT0691,P093,2024-03-07,8,12159,en_cours,agadir,COD,LIV03,2024-03-08
CMD41082,CLT0682,P006,2023-01-28,1,6027,en_cours,CASABLANCA,carte,LIV11,Jan 29 2023
CMD41083,CLT0544,P021,24/10/2024,9,8071,DONE,OUJDA,virement,LIV06,Oct 26 2024
CMD41084,CLT1143,P009,Jan 14 2023,7,9765,KO,meknès,cash,LIV23,2023-01-18
CMD41085,CLT0990,P016,12/12/2024,10,4749,retourné,Marrakech,carte,LIV11,2024-12-18
CMD41086,CLT1040,P049,08/11/2024,3,10270,DONE,tanger,virement,LIV15,2024-11-14
CMD41087,CLT1508,P001,May 22 2023,6,1142,OK,Tanger,cash,LIV19,2023-05-24
CMD41088,CLT1729,P041,01/11/2022,8,10736,en_cours,Oujda,cash,LIV13,Nov 03 2022
CMD41089,CLT1403,P032,2023-03-17,9,234,OK,casablanca,virement,LIV10,Mar 24 2023
CMD41090,CLT0004,P061,Nov 20 2023,2,7286,retourné,CASABLANCA,COD,LIV28,Nov 26 2023
CMD41091,CLT1616,P075,03/01/2024,6,2054,KO,Agadir,virement,LIV20,07/01/2024
CMD41092,CLT1068,P051,Oct 15 2023,5,10639,OK,CASABLANCA,virement,LIV27,Oct 18 2023
CMD41093,CLT0051,P019,Nov 24 2024,4,10963,retourné,marrakech,COD,LIV21,Nov 30 2024
CMD41094,CLT1987,P076,07/09/2024,1,12213,retourné,CASABLANCA,COD,LIV09,Sep 13 2024
CMD41095,CLT1958,P085,Dec 12 2023,7,5897,livre,OUJDA,virement,LIV04,Dec 15 2023
CMD41096,CLT0206,P066,May 01 2023,7,3864,OK,Rabat,virement,LIV16,2023-05-02
CMD41097,CLT1714,P044,Feb 08 2023,10,7970,en_cours,Meknes,carte,,2023-02-15
CMD41098,CLT1142,P003,12/03/2022,1,9280,LIVRE,Rabat,virement,LIV03,Mar 16 2022
CMD41099,CLT1763,P055,May 12 2023,4,13436,OK,CASABLANCA,virement,,2023-05-15
CMD41100,CLT1112,P088,2022-08-13,7,977,OK,casablanca,virement,LIV27,2022-08-19
CMD41101,CLT0309,P095,2024-03-02,6,11097,retourné,Fes,carte,LIV07,2024-03-05
CMD41102,CLT1329,P014,2023-10-10,6,14356,en_cours,Marrakech,cash,LIV21,2023-10-11
CMD41103,CLT0809,P024,2024-05-21,1,8672,annulé,Agadir,COD,,23/05/2024
CMD41104,CLT0969,P048,05/09/2023,2,8729,livré,RABAT,carte,LIV05,08/09/2023
CMD41105,CLT1575,P065,Oct 27 2022,3,2168,livre,Fes,carte,LIV27,30/10/2022
CMD41106,CLT1376,P003,Oct 26 2024,1,14680,DONE,marrakech,virement,LIV29,2024-10-29
CMD41107,CLT0080,P047,Jul 18 2022,10,587,livre,marrakech,virement,LIV16,Jul 22 2022
CMD41108,CLT0166,P060,Sep 20 2024,7,10375,KO,Meknes,virement,LIV21,Sep 26 2024
CMD41109,CLT1564,P047,25/10/2022,6,3708,LIVRE,agadir,COD,LIV03,Nov 01 2022
CMD41110,CLT1830,P049,Jul 08 2023,10,3880,LIVRE,TNG,virement,LIV22,2023-07-10
CMD41111,CLT1026,P084,01/04/2023,3,885,LIVRE,marrakech,virement,,Apr 04 2023
CMD41112,CLT1362,P046,25/06/2022,1,11640,KO,casablanca,COD,LIV26,30/06/2022
CMD41113,CLT0319,P093,2024-06-16,1,12850,KO,CASABLANCA,carte,LIV16,2024-06-19
CMD41114,CLT0363,P071,2023-02-04,7,4207,livré,Rabat,virement,LIV24,Feb 06 2023
CMD41115,CLT1736,P050,24/07/2023,1,6404,en_cours,Fès,carte,LIV15,25/07/2023
CMD41116,CLT1627,P053,Mar 30 2023,10,383,DONE,agadir,COD,LIV20,04/04/2023
CMD41117,CLT0834,P055,Nov 07 2023,9,8148,KO,marrakech,COD,LIV04,Nov 09 2023
CMD41118,CLT1884,P070,09/09/2022,6,4104,livré,TNG,carte,LIV05,2022-09-13
CMD41119,CLT0544,P029,2023-10-05,8,9076,KO,Casablanca,COD,LIV28,09/10/2023
CMD41120,CLT1656,P027,Jan 05 2023,10,487,DONE,Casablanca,virement,,2023-01-12
CMD41121,CLT0340,P039,Jun 06 2022,8,11707,DONE,RABAT,virement,LIV27,10/06/2022
CMD41122,CLT1163,P090,01/04/2024,5,8728,KO,Fes,COD,LIV21,2024-04-03
CMD41123,CLT1990,P081,04/09/2022,10,11869,retourné,meknès,cash,LIV21,09/09/2022
CMD41124,CLT0951,P062,28/06/2024,6,14178,OK,Casablanca,COD,LIV30,05/07/2024
CMD41125,CLT0842,P007,13/06/2023,8,14670,OK,TANGER,virement,LIV05,16/06/2023
CMD41126,CLT0696,P039,Jun 08 2024,4,2464,livre,CASABLANCA,carte,LIV21,15/06/2024
CMD41127,CLT0730,P090,Jan 29 2024,2,3658,KO,Marrakech,COD,LIV26,31/01/2024
CMD41128,CLT0286,P078,Sep 28 2024,3,11846,livré,Tanger,carte,LIV10,01/10/2024
CMD41129,CLT1401,P015,Mar 16 2024,2,1568,DONE,TNG,cash,LIV13,21/03/2024
CMD41130,CLT1812,P061,18/06/2024,7,5452,OK,Rabat,virement,LIV25,Jun 22 2024
CMD41131,CLT0111,P093,2023-10-19,5,13711,en_cours,OUJDA,carte,LIV18,25/10/2023
CMD41132,CLT0707,P100,Feb 22 2022,2,11226,retourné,meknès,carte,LIV26,Feb 25 2022
CMD41133,CLT1491,P082,2023-05-04,4,3390,KO,Marrakech,cash,LIV17,09/05/2023
CMD41134,CLT0080,P067,2024-06-17,10,14537,livre,Fes,virement,LIV20,2024-06-22
CMD41135,CLT1212,P089,2023-10-01,5,1518,livre,Tnja,carte,LIV17,Oct 07 2023
CMD41136,CLT0736,P057,May 07 2023,1,9772,livre,TNG,cash,LIV26,May 13 2023
CMD41137,CLT0169,P029,2023-01-15,2,3040,annulé,tanger,carte,,21/01/2023
CMD41138,CLT1951,P043,13/03/2024,1,12831,annulé,tanger,carte,LIV25,18/03/2024
CMD41139,CLT0134,P039,2023-12-21,1,12605,LIVRE,marrakech,carte,LIV17,26/12/2023
CMD41140,CLT1352,P061,May 03 2023,9,13773,OK,agadir,COD,LIV12,07/05/2023
CMD41141,CLT1119,P016,2024-07-03,8,13118,OK,FES,cash,LIV03,2024-07-06
CMD41142,CLT1217,P057,Feb 10 2022,3,6067,en_cours,Oujda,COD,LIV14,2022-02-16
CMD41143,CLT1188,P002,22/10/2022,1,9688,annulé,Tanger,carte,LIV22,23/10/2022
CMD41144,CLT1770,P037,Mar 15 2023,6,5179,annulé,Rabat,cash,LIV10,20/03/2023
CMD41145,CLT0018,P060,Sep 14 2023,6,11968,KO,Oujda,virement,LIV21,2023-09-18
CMD41146,CLT1656,P017,2022-09-10,1,12485,KO,Fès,carte,LIV29,12/09/2022
CMD41147,CLT0417,P014,May 27 2024,9,6531,en_cours,Rabat,cash,LIV10,30/05/2024
CMD41148,CLT0032,P047,2022-01-01,4,3181,livre,TANGER,carte,LIV15,2022-01-05
CMD41149,CLT0321,P084,2022-10-04,5,3055,LIVRE,Agadir,cash,LIV14,Oct 10 2022
CMD41150,CLT0698,P012,2023-02-18,10,7960,OK,Tnja,carte,LIV27,Feb 23 2023
CMD41151,CLT1933,P009,2022-12-01,1,7778,KO,TANGER,carte,LIV22,2022-12-05
CMD41152,CLT1569,P042,2023-01-02,8,3788,OK,Meknes,carte,LIV09,Jan 08 2023
CMD41153,CLT1051,P087,2022-01-09,4,4448,livre,Oujda,COD,LIV19,Jan 12 2022
CMD41154,CLT0263,P006,2023-01-23,8,4631,OK,marrakech,virement,LIV11,2023-01-26
CMD41155,CLT0735,P029,Dec 03 2022,3,14508,LIVRE,Fès,carte,LIV14,Dec 05 2022
CMD41156,CLT1054,P097,Feb 13 2024,9,7417,retourné,meknès,virement,LIV01,2024-02-17
CMD41157,CLT1269,P079,Jan 03 2023,3,12577,livre,tanger,cash,LIV04,Jan 08 2023
CMD41158,CLT0783,P067,Jul 22 2024,8,1526,annulé,TANGER,carte,LIV27,26/07/2024
CMD41159,CLT1861,P052,Mar 31 2024,2,13867,retourné,Oujda,carte,LIV13,Apr 04 2024
CMD41160,CLT1546,P001,13/10/2022,5,8486,annulé,Meknes,virement,LIV05,14/10/2022
CMD41161,CLT1520,P069,Dec 04 2024,2,8053,retourné,Tnja,virement,LIV23,Dec 10 2024
CMD41162,CLT0344,P041,May 25 2024,7,4547,livre,OUJDA,cash,LIV29,2024-05-29
CMD08921,CLT1058,P015,2024-07-27,9,4593,livre,CASABLANCA,cash,LIV01,02/08/2024
CMD41164,CLT1926,P072,12/04/2022,1,13145,retourné,Fes,virement,LIV22,17/04/2022
CMD41165,CLT0303,P048,2023-09-06,10,10971,annulé,tanger,carte,,2023-09-07
CMD41166,CLT0701,P032,Jan 02 2024,1,458,KO,casablanca,cash,LIV26,2024-01-08
CMD41167,CLT1090,P096,27/11/2023,3,931,annulé,TANGER,virement,LIV25,Nov 30 2023
CMD41168,CLT0911,P097,2023-02-28,10,14252,en_cours,TNG,virement,,Mar 02 2023
CMD41169,CLT1589,P064,2024-10-05,7,9603,retourné,RABAT,cash,LIV09,2024-10-07
CMD41170,CLT0368,P020,2024-07-11,8,12138,annulé,Oujda,carte,LIV09,Jul 13 2024
CMD15477,CLT1309,P064,Oct 24 2023,10,12746,retourné,meknès,COD,LIV03,Oct 30 2023
CMD41172,CLT0611,P060,24/12/2022,4,10372,LIVRE,Meknes,cash,LIV09,29/12/2022
CMD41173,CLT1167,P082,Feb 11 2023,6,12622,DONE,Casablanca,virement,LIV30,2023-02-14
CMD41174,CLT0829,P074,27/08/2022,2,12780,annulé,FES,cash,LIV28,Aug 30 2022
CMD41175,CLT0674,P034,2022-10-20,1,5025,DONE,Fes,COD,LIV20,2022-10-24
CMD41176,CLT1610,P087,Oct 21 2022,9,3563,en_cours,marrakech,cash,LIV20,Oct 26 2022
CMD41177,CLT1634,P067,05/08/2024,1,6602,en_cours,agadir,cash,LIV16,08/08/2024
CMD41178,CLT1697,P092,27/11/2022,5,395,DONE,meknès,carte,LIV30,Dec 02 2022
CMD41179,CLT1944,P089,Mar 24 2022,8,2048,retourné,casablanca,cash,LIV27,Mar 30 2022
CMD41180,CLT1389,P028,Apr 15 2024,1,2246,KO,FES,COD,LIV10,21/04/2024
CMD09599,CLT0435,P025,2022-01-25,5,10685,OK,Fès,virement,LIV05,01/02/2022
CMD41182,CLT0143,P033,18/05/2023,8,12947,livre,Agadir,cash,LIV09,20/05/2023
CMD41183,CLT1983,P095,Oct 08 2022,2,11031,OK,Tanger,carte,LIV29,2022-10-13
CMD41184,CLT0951,P078,Oct 26 2022,2,12966,en_cours,Fes,cash,LIV09,Nov 02 2022
CMD41185,CLT0378,P098,07/10/2024,2,13961,annulé,Agadir,cash,LIV09,08/10/2024
CMD41186,CLT0974,P034,07/12/2023,8,12614,livre,Rabat,virement,LIV29,2023-12-09
CMD41187,CLT0241,P034,2022-04-21,7,11921,KO,Oujda,virement,LIV13,Apr 27 2022
CMD41188,CLT1237,P072,2024-06-10,5,9860,DONE,marrakech,COD,LIV04,2024-06-11
CMD41189,CLT1668,P045,31/10/2022,5,13213,KO,Tnja,cash,LIV24,2022-11-05
CMD41190,CLT0166,P059,2023-01-14,2,1530,DONE,Meknes,COD,LIV03,15/01/2023
CMD41191,CLT1052,P033,Dec 22 2024,2,4934,LIVRE,FES,cash,LIV25,27/12/2024
CMD41192,CLT1696,P044,2024-03-22,2,11641,DONE,Tnja,carte,LIV25,2024-03-25
CMD41193,CLT0820,P085,Nov 26 2024,1,7500,OK,TANGER,COD,LIV23,2024-12-01
CMD41194,CLT0116,P023,14/05/2023,3,2043,en_cours,CASABLANCA,carte,LIV11,2023-05-20
CMD36729,CLT0265,P035,2023-12-08,8,11511,livre,agadir,virement,LIV27,2023-12-11
CMD41196,CLT1010,P010,2023-08-05,4,6481,LIVRE,CASABLANCA,cash,LIV08,2023-08-08
CMD41197,CLT0292,P063,Aug 25 2024,2,157,livré,Fes,carte,LIV21,26/08/2024
CMD41198,CLT0545,P005,2023-04-06,10,5557,OK,Agadir,carte,LIV02,2023-04-11
CMD41199,CLT1339,P036,26/01/2022,10,518,LIVRE,OUJDA,virement,,Jan 28 2022
CMD41200,CLT0191,P077,May 08 2024,4,7269,DONE,OUJDA,cash,LIV06,2024-05-09
CMD41201,CLT0183,P090,2023-03-13,1,9088,retourné,TNG,carte,LIV28,14/03/2023
CMD41202,CLT1424,P091,2023-08-05,4,8693,livré,casablanca,COD,LIV21,2023-08-09
CMD41203,CLT0666,P028,Nov 26 2024,1,13686,livre,agadir,COD,LIV25,2024-11-28
CMD41204,CLT1706,P042,May 07 2023,9,14728,retourné,Rabat,virement,LIV30,May 11 2023
CMD41205,CLT1403,P044,25/03/2023,3,3818,OK,Tanger,virement,,26/03/2023
CMD41206,CLT1620,P039,2022-01-12,2,9664,annulé,CASABLANCA,carte,LIV11,2022-01-15
CMD41207,CLT1662,P057,24/11/2024,2,6976,livre,Fes,carte,LIV23,2024-12-01
CMD41208,CLT0684,P057,Jun 22 2024,9,7843,livre,Oujda,virement,LIV17,Jun 25 2024
CMD41209,CLT1202,P036,2022-12-19,2,10884,livré,TANGER,cash,LIV15,Dec 22 2022
CMD41210,CLT0857,P053,2022-10-21,7,295,livré,Oujda,virement,LIV12,28/10/2022
CMD41211,CLT1817,P051,06/03/2022,10,821,en_cours,meknès,COD,LIV06,2022-03-10
CMD41212,CLT0746,P051,21/02/2024,7,14762,DONE,Rabat,carte,LIV04,23/02/2024
CMD41213,CLT1352,P073,2022-02-05,4,5895,retourné,OUJDA,cash,LIV13,2022-02-12
CMD41214,CLT0428,P095,15/09/2023,1,8636,livré,OUJDA,virement,LIV12,Sep 20 2023
CMD41215,CLT0673,P061,Feb 18 2022,8,2281,KO,Oujda,cash,LIV17,Feb 23 2022
CMD41216,CLT1654,P024,Jul 26 2024,5,11800,annulé,Rabat,virement,LIV02,Jul 30 2024
CMD41217,CLT0356,P017,2022-11-25,3,1704,OK,Meknes,COD,LIV20,2022-11-27
CMD41218,CLT0436,P017,09/05/2023,3,8175,DONE,TANGER,virement,LIV03,13/05/2023
CMD41219,CLT1355,P047,Jan 18 2024,10,797,DONE,Casablanca,virement,LIV17,2024-01-19
CMD41220,CLT0218,P097,08/02/2022,5,11124,LIVRE,FES,cash,LIV29,Feb 14 2022
CMD41221,CLT1920,P029,2023-02-28,4,6044,annulé,marrakech,COD,LIV10,05/03/2023
CMD41222,CLT0455,P014,May 22 2022,3,2617,DONE,Marrakech,carte,LIV25,2022-05-26
CMD41223,CLT1196,P066,Jun 28 2022,1,5206,retourné,marrakech,cash,LIV30,2022-06-29
CMD41224,CLT1802,P006,2024-07-11,10,7873,LIVRE,casablanca,COD,LIV06,18/07/2024
CMD41225,CLT1081,P092,2023-10-22,2,11701,annulé,Agadir,cash,LIV07,23/10/2023
CMD41226,CLT1248,P004,Apr 07 2024,8,2341,OK,RABAT,carte,LIV02,2024-04-13
CMD41227,CLT0560,P020,Jul 24 2022,10,8698,retourné,agadir,COD,LIV05,Jul 31 2022
CMD41228,CLT0055,P085,20/05/2022,5,14620,livre,marrakech,COD,LIV24,May 25 2022
CMD41229,CLT1027,P041,May 25 2024,1,978,KO,casablanca,carte,LIV08,May 28 2024
CMD41230,CLT0703,P065,17/09/2023,4,7792,annulé,agadir,carte,LIV18,2023-09-18
CMD41231,CLT0015,P073,Nov 15 2023,10,12190,DONE,TNG,COD,LIV07,Nov 22 2023
CMD41232,CLT1414,P092,2023-06-23,7,4690,LIVRE,Meknes,carte,LIV13,Jun 28 2023
CMD41233,CLT0795,P057,2023-03-27,9,9598,OK,Oujda,COD,LIV19,01/04/2023
CMD41234,CLT1058,P073,2023-10-24,7,14855,en_cours,FES,virement,LIV19,Oct 25 2023
CMD41235,CLT0595,P076,2022-09-15,1,235,DONE,meknès,cash,LIV13,19/09/2022
CMD30322,CLT1835,P049,2022-07-08,4,6241,annulé,OUJDA,carte,LIV02,Jul 10 2022
CMD41237,CLT0369,P009,Jan 02 2022,5,7758,annulé,OUJDA,COD,LIV09,04/01/2022
CMD41238,CLT1523,P006,Jun 03 2024,7,8998,DONE,Tanger,carte,LIV06,Jun 06 2024
CMD41239,CLT0856,P044,2022-06-17,10,12247,DONE,agadir,COD,LIV07,Jun 19 2022
CMD41240,CLT0154,P067,03/09/2022,2,12291,annulé,Oujda,carte,LIV19,2022-09-04
CMD41241,CLT1079,P074,2022-04-01,1,9977,KO,marrakech,carte,LIV07,07/04/2022
CMD41242,CLT0253,P070,17/02/2022,6,11875,livré,Tnja,virement,LIV23,Feb 19 2022
CMD41243,CLT1587,P095,Feb 03 2023,1,9009,retourné,Marrakech,virement,LIV02,2023-02-06
CMD41244,CLT1911,P077,2024-07-04,4,4749,DONE,Agadir,carte,LIV15,2024-07-08
CMD41245,CLT1524,P083,Dec 08 2023,1,9760,OK,TNG,virement,LIV13,13/12/2023
CMD41246,CLT1870,P028,2023-07-02,3,9298,annulé,Agadir,cash,LIV26,07/07/2023
CMD41247,CLT1678,P008,2023-04-04,9,283,KO,marrakech,virement,LIV18,2023-04-06
CMD41248,CLT0777,P013,Oct 07 2022,9,2188,KO,Tnja,carte,LIV26,2022-10-09
CMD41249,CLT1889,P100,20/09/2023,10,6963,livré,meknès,virement,LIV07,2023-09-24
CMD41250,CLT0275,P062,2024-12-19,5,10581,LIVRE,TNG,carte,LIV23,2024-12-23
CMD41251,CLT0910,P093,19/10/2023,6,2944,OK,TNG,virement,LIV17,Oct 22 2023
CMD41252,CLT0246,P051,Jun 28 2024,1,10492,en_cours,Oujda,COD,,Jul 02 2024
CMD41253,CLT0460,P093,2022-09-27,2,13369,annulé,Fès,cash,LIV04,Oct 02 2022
CMD41254,CLT0227,P051,31/03/2024,4,5674,annulé,CASABLANCA,virement,,02/04/2024
CMD41255,CLT0202,P057,09/01/2022,6,13923,en_cours,agadir,carte,LIV07,2022-01-14
CMD31283,CLT1526,P050,26/10/2024,7,13689,retourné,FES,virement,LIV26,Oct 29 2024
CMD41257,CLT1686,P006,Jul 02 2022,6,1862,OK,Tnja,cash,LIV15,04/07/2022
CMD41258,CLT0743,P033,27/04/2022,9,11157,livre,tanger,cash,LIV13,29/04/2022
CMD41259,CLT1716,P046,06/08/2022,3,7351,livré,tanger,cash,LIV14,07/08/2022
CMD41260,CLT1139,P086,Apr 19 2023,2,2310,en_cours,Tanger,COD,LIV10,23/04/2023
CMD41261,CLT1443,P017,Dec 24 2022,8,11011,OK,OUJDA,COD,LIV06,2022-12-28
CMD41262,CLT0674,P085,Sep 18 2022,1,1239,annulé,agadir,carte,LIV23,2022-09-22
CMD41263,CLT1593,P002,26/09/2023,7,10998,LIVRE,Fès,COD,,Sep 30 2023
CMD41264,CLT0415,P013,2024-05-31,5,7548,KO,Fes,virement,LIV04,04/06/2024
CMD41265,CLT1500,P017,28/06/2024,9,14943,livré,Fès,carte,LIV15,29/06/2024
CMD41266,CLT1231,P097,09/07/2022,10,14617,OK,Oujda,cash,LIV20,14/07/2022
CMD41267,CLT1227,P034,Aug 09 2023,2,6101,livre,CASABLANCA,COD,LIV10,Aug 15 2023
CMD41268,CLT1268,P031,30/06/2023,1,1030,retourné,marrakech,COD,LIV23,2023-07-04
CMD41269,CLT1124,P017,Mar 13 2023,1,2863,livré,CASABLANCA,carte,LIV26,17/03/2023
CMD41270,CLT1514,P064,Jul 16 2024,3,6393,livré,agadir,carte,LIV28,Jul 20 2024
